OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Hele landet;Mænd;113 år;Fraskilt;2008K1;0
Hele landet;Mænd;113 år;Fraskilt;2020K1;0
Hele landet;Mænd;114 år;Fraskilt;2008K1;0
Hele landet;Mænd;114 år;Fraskilt;2020K1;0
Hele landet;Mænd;115 år;Fraskilt;2008K1;0
Hele landet;Mænd;115 år;Fraskilt;2020K1;0
Hele landet;Mænd;116 år;Fraskilt;2008K1;0
Hele landet;Mænd;116 år;Fraskilt;2020K1;0
Hele landet;Mænd;117 år;Fraskilt;2008K1;0
Hele landet;Mænd;117 år;Fraskilt;2020K1;0
Hele landet;Mænd;118 år;Fraskilt;2008K1;0
Hele landet;Mænd;118 år;Fraskilt;2020K1;0
Hele landet;Mænd;119 år;Fraskilt;2008K1;0
Hele landet;Mænd;119 år;Fraskilt;2020K1;0
Hele landet;Mænd;120 år;Fraskilt;2008K1;0
Hele landet;Mænd;120 år;Fraskilt;2020K1;0
Hele landet;Mænd;121 år;Fraskilt;2008K1;0
Hele landet;Mænd;121 år;Fraskilt;2020K1;0
Hele landet;Mænd;122 år;Fraskilt;2008K1;0
Hele landet;Mænd;122 år;Fraskilt;2020K1;0
Hele landet;Mænd;123 år;Fraskilt;2008K1;0
Hele landet;Mænd;123 år;Fraskilt;2020K1;0
Hele landet;Mænd;124 år;Fraskilt;2008K1;0
Hele landet;Mænd;124 år;Fraskilt;2020K1;0
Hele landet;Mænd;125 år;Fraskilt;2008K1;0
Hele landet;Mænd;125 år;Fraskilt;2020K1;0
Hele landet;Kvinder;I alt;Fraskilt;2008K1;242298
Hele landet;Kvinder;I alt;Fraskilt;2020K1;308456
Hele landet;Kvinder;0 år;Fraskilt;2008K1;0
Hele landet;Kvinder;0 år;Fraskilt;2020K1;0
Hele landet;Kvinder;1 år;Fraskilt;2008K1;0
Hele landet;Kvinder;1 år;Fraskilt;2020K1;0
Hele landet;Kvinder;2 år;Fraskilt;2008K1;0
Hele landet;Kvinder;2 år;Fraskilt;2020K1;0
Hele landet;Kvinder;3 år;Fraskilt;2008K1;0
Hele landet;Kvinder;3 år;Fraskilt;2020K1;0
Hele landet;Kvinder;4 år;Fraskilt;2008K1;0
Hele landet;Kvinder;4 år;Fraskilt;2020K1;0
Hele landet;Kvinder;5 år;Fraskilt;2008K1;0
Hele landet;Kvinder;5 år;Fraskilt;2020K1;0
Hele landet;Kvinder;6 år;Fraskilt;2008K1;0
Hele landet;Kvinder;6 år;Fraskilt;2020K1;0
Hele landet;Kvinder;7 år;Fraskilt;2008K1;0
Hele landet;Kvinder;7 år;Fraskilt;2020K1;0
Hele landet;Kvinder;8 år;Fraskilt;2008K1;0
Hele landet;Kvinder;8 år;Fraskilt;2020K1;0
Hele landet;Kvinder;9 år;Fraskilt;2008K1;0
Hele landet;Kvinder;9 år;Fraskilt;2020K1;0
Hele landet;Kvinder;10 år;Fraskilt;2008K1;0
Hele landet;Kvinder;10 år;Fraskilt;2020K1;0
Hele landet;Kvinder;11 år;Fraskilt;2008K1;0
Hele landet;Kvinder;11 år;Fraskilt;2020K1;0
Hele landet;Kvinder;12 år;Fraskilt;2008K1;0
Hele landet;Kvinder;12 år;Fraskilt;2020K1;0
Hele landet;Kvinder;13 år;Fraskilt;2008K1;0
Hele landet;Kvinder;13 år;Fraskilt;2020K1;0
Hele landet;Kvinder;14 år;Fraskilt;2008K1;0
Hele landet;Kvinder;14 år;Fraskilt;2020K1;0
Hele landet;Kvinder;15 år;Fraskilt;2008K1;0
Hele landet;Kvinder;15 år;Fraskilt;2020K1;0
Hele landet;Kvinder;16 år;Fraskilt;2008K1;0
Hele landet;Kvinder;16 år;Fraskilt;2020K1;0
Hele landet;Kvinder;17 år;Fraskilt;2008K1;0
Hele landet;Kvinder;17 år;Fraskilt;2020K1;0
Hele landet;Kvinder;18 år;Fraskilt;2008K1;0
Hele landet;Kvinder;18 år;Fraskilt;2020K1;0
Hele landet;Kvinder;19 år;Fraskilt;2008K1;3
Hele landet;Kvinder;19 år;Fraskilt;2020K1;3
Hele landet;Kvinder;20 år;Fraskilt;2008K1;11
Hele landet;Kvinder;20 år;Fraskilt;2020K1;14
Hele landet;Kvinder;21 år;Fraskilt;2008K1;29
Hele landet;Kvinder;21 år;Fraskilt;2020K1;23
Hele landet;Kvinder;22 år;Fraskilt;2008K1;68
Hele landet;Kvinder;22 år;Fraskilt;2020K1;60
Hele landet;Kvinder;23 år;Fraskilt;2008K1;99
Hele landet;Kvinder;23 år;Fraskilt;2020K1;128
Hele landet;Kvinder;24 år;Fraskilt;2008K1;184
Hele landet;Kvinder;24 år;Fraskilt;2020K1;175
Hele landet;Kvinder;25 år;Fraskilt;2008K1;316
Hele landet;Kvinder;25 år;Fraskilt;2020K1;252
Hele landet;Kvinder;26 år;Fraskilt;2008K1;456
Hele landet;Kvinder;26 år;Fraskilt;2020K1;435
Hele landet;Kvinder;27 år;Fraskilt;2008K1;663
Hele landet;Kvinder;27 år;Fraskilt;2020K1;523
Hele landet;Kvinder;28 år;Fraskilt;2008K1;912
Hele landet;Kvinder;28 år;Fraskilt;2020K1;714
Hele landet;Kvinder;29 år;Fraskilt;2008K1;1185
Hele landet;Kvinder;29 år;Fraskilt;2020K1;848
Hele landet;Kvinder;30 år;Fraskilt;2008K1;1424
Hele landet;Kvinder;30 år;Fraskilt;2020K1;1103
Hele landet;Kvinder;31 år;Fraskilt;2008K1;1733
Hele landet;Kvinder;31 år;Fraskilt;2020K1;1375
Hele landet;Kvinder;32 år;Fraskilt;2008K1;2144
Hele landet;Kvinder;32 år;Fraskilt;2020K1;1656
Hele landet;Kvinder;33 år;Fraskilt;2008K1;2462
Hele landet;Kvinder;33 år;Fraskilt;2020K1;1859
Hele landet;Kvinder;34 år;Fraskilt;2008K1;2879
Hele landet;Kvinder;34 år;Fraskilt;2020K1;2137
Hele landet;Kvinder;35 år;Fraskilt;2008K1;3439
Hele landet;Kvinder;35 år;Fraskilt;2020K1;2387
Hele landet;Kvinder;36 år;Fraskilt;2008K1;3621
Hele landet;Kvinder;36 år;Fraskilt;2020K1;2742
Hele landet;Kvinder;37 år;Fraskilt;2008K1;3799
Hele landet;Kvinder;37 år;Fraskilt;2020K1;3164
Hele landet;Kvinder;38 år;Fraskilt;2008K1;4170
Hele landet;Kvinder;38 år;Fraskilt;2020K1;3484
Hele landet;Kvinder;39 år;Fraskilt;2008K1;4707
Hele landet;Kvinder;39 år;Fraskilt;2020K1;4081
Hele landet;Kvinder;40 år;Fraskilt;2008K1;5179
Hele landet;Kvinder;40 år;Fraskilt;2020K1;4399
Hele landet;Kvinder;41 år;Fraskilt;2008K1;6086
Hele landet;Kvinder;41 år;Fraskilt;2020K1;5243
Hele landet;Kvinder;42 år;Fraskilt;2008K1;5927
Hele landet;Kvinder;42 år;Fraskilt;2020K1;5396
Hele landet;Kvinder;43 år;Fraskilt;2008K1;6297
Hele landet;Kvinder;43 år;Fraskilt;2020K1;6097
Hele landet;Kvinder;44 år;Fraskilt;2008K1;6127
Hele landet;Kvinder;44 år;Fraskilt;2020K1;6804
Hele landet;Kvinder;45 år;Fraskilt;2008K1;6127
Hele landet;Kvinder;45 år;Fraskilt;2020K1;7224
Hele landet;Kvinder;46 år;Fraskilt;2008K1;5981
Hele landet;Kvinder;46 år;Fraskilt;2020K1;7436
Hele landet;Kvinder;47 år;Fraskilt;2008K1;6085
Hele landet;Kvinder;47 år;Fraskilt;2020K1;8178
Hele landet;Kvinder;48 år;Fraskilt;2008K1;5945
Hele landet;Kvinder;48 år;Fraskilt;2020K1;8011
Hele landet;Kvinder;49 år;Fraskilt;2008K1;5775
Hele landet;Kvinder;49 år;Fraskilt;2020K1;8022
Hele landet;Kvinder;50 år;Fraskilt;2008K1;5937
Hele landet;Kvinder;50 år;Fraskilt;2020K1;7930
Hele landet;Kvinder;51 år;Fraskilt;2008K1;6042
Hele landet;Kvinder;51 år;Fraskilt;2020K1;8481
Hele landet;Kvinder;52 år;Fraskilt;2008K1;6009
Hele landet;Kvinder;52 år;Fraskilt;2020K1;9153
Hele landet;Kvinder;53 år;Fraskilt;2008K1;6003
Hele landet;Kvinder;53 år;Fraskilt;2020K1;9682
Hele landet;Kvinder;54 år;Fraskilt;2008K1;6156
Hele landet;Kvinder;54 år;Fraskilt;2020K1;9291
Hele landet;Kvinder;55 år;Fraskilt;2008K1;5974
Hele landet;Kvinder;55 år;Fraskilt;2020K1;9106
Hele landet;Kvinder;56 år;Fraskilt;2008K1;5931
Hele landet;Kvinder;56 år;Fraskilt;2020K1;8650
Hele landet;Kvinder;57 år;Fraskilt;2008K1;6329
Hele landet;Kvinder;57 år;Fraskilt;2020K1;8036
Hele landet;Kvinder;58 år;Fraskilt;2008K1;6255
Hele landet;Kvinder;58 år;Fraskilt;2020K1;7733
Hele landet;Kvinder;59 år;Fraskilt;2008K1;6452
Hele landet;Kvinder;59 år;Fraskilt;2020K1;7446
Hele landet;Kvinder;60 år;Fraskilt;2008K1;6794
Hele landet;Kvinder;60 år;Fraskilt;2020K1;6902
Hele landet;Kvinder;61 år;Fraskilt;2008K1;6920
Hele landet;Kvinder;61 år;Fraskilt;2020K1;6566
Hele landet;Kvinder;62 år;Fraskilt;2008K1;6611
Hele landet;Kvinder;62 år;Fraskilt;2020K1;6572
Hele landet;Kvinder;63 år;Fraskilt;2008K1;6185
Hele landet;Kvinder;63 år;Fraskilt;2020K1;6448
Hele landet;Kvinder;64 år;Fraskilt;2008K1;5693
Hele landet;Kvinder;64 år;Fraskilt;2020K1;6259
Hele landet;Kvinder;65 år;Fraskilt;2008K1;5200
Hele landet;Kvinder;65 år;Fraskilt;2020K1;6189
Hele landet;Kvinder;66 år;Fraskilt;2008K1;4480
Hele landet;Kvinder;66 år;Fraskilt;2020K1;6178
Hele landet;Kvinder;67 år;Fraskilt;2008K1;4238
Hele landet;Kvinder;67 år;Fraskilt;2020K1;5842
Hele landet;Kvinder;68 år;Fraskilt;2008K1;3872
Hele landet;Kvinder;68 år;Fraskilt;2020K1;5583
Hele landet;Kvinder;69 år;Fraskilt;2008K1;3629
Hele landet;Kvinder;69 år;Fraskilt;2020K1;5922
Hele landet;Kvinder;70 år;Fraskilt;2008K1;3396
Hele landet;Kvinder;70 år;Fraskilt;2020K1;5646
Hele landet;Kvinder;71 år;Fraskilt;2008K1;3020
Hele landet;Kvinder;71 år;Fraskilt;2020K1;5704
Hele landet;Kvinder;72 år;Fraskilt;2008K1;2734
Hele landet;Kvinder;72 år;Fraskilt;2020K1;5980
Hele landet;Kvinder;73 år;Fraskilt;2008K1;2523
Hele landet;Kvinder;73 år;Fraskilt;2020K1;5960
Hele landet;Kvinder;74 år;Fraskilt;2008K1;2281
Hele landet;Kvinder;74 år;Fraskilt;2020K1;5456
Hele landet;Kvinder;75 år;Fraskilt;2008K1;2055
Hele landet;Kvinder;75 år;Fraskilt;2020K1;5004
Hele landet;Kvinder;76 år;Fraskilt;2008K1;1900
Hele landet;Kvinder;76 år;Fraskilt;2020K1;4504
Hele landet;Kvinder;77 år;Fraskilt;2008K1;1718
Hele landet;Kvinder;77 år;Fraskilt;2020K1;4066
Hele landet;Kvinder;78 år;Fraskilt;2008K1;1652
Hele landet;Kvinder;78 år;Fraskilt;2020K1;3372
Hele landet;Kvinder;79 år;Fraskilt;2008K1;1522
Hele landet;Kvinder;79 år;Fraskilt;2020K1;3073
Hele landet;Kvinder;80 år;Fraskilt;2008K1;1408
Hele landet;Kvinder;80 år;Fraskilt;2020K1;2762
Hele landet;Kvinder;81 år;Fraskilt;2008K1;1272
Hele landet;Kvinder;81 år;Fraskilt;2020K1;2481
Hele landet;Kvinder;82 år;Fraskilt;2008K1;1182
Hele landet;Kvinder;82 år;Fraskilt;2020K1;2116
Hele landet;Kvinder;83 år;Fraskilt;2008K1;1072
Hele landet;Kvinder;83 år;Fraskilt;2020K1;1783
Hele landet;Kvinder;84 år;Fraskilt;2008K1;988
Hele landet;Kvinder;84 år;Fraskilt;2020K1;1521
Hele landet;Kvinder;85 år;Fraskilt;2008K1;885
Hele landet;Kvinder;85 år;Fraskilt;2020K1;1351
Hele landet;Kvinder;86 år;Fraskilt;2008K1;808
Hele landet;Kvinder;86 år;Fraskilt;2020K1;1097
Hele landet;Kvinder;87 år;Fraskilt;2008K1;707
Hele landet;Kvinder;87 år;Fraskilt;2020K1;906
Hele landet;Kvinder;88 år;Fraskilt;2008K1;521
Hele landet;Kvinder;88 år;Fraskilt;2020K1;751
Hele landet;Kvinder;89 år;Fraskilt;2008K1;484
Hele landet;Kvinder;89 år;Fraskilt;2020K1;594
Hele landet;Kvinder;90 år;Fraskilt;2008K1;367
Hele landet;Kvinder;90 år;Fraskilt;2020K1;520
Hele landet;Kvinder;91 år;Fraskilt;2008K1;320
Hele landet;Kvinder;91 år;Fraskilt;2020K1;444
Hele landet;Kvinder;92 år;Fraskilt;2008K1;250
Hele landet;Kvinder;92 år;Fraskilt;2020K1;361
Hele landet;Kvinder;93 år;Fraskilt;2008K1;214
Hele landet;Kvinder;93 år;Fraskilt;2020K1;298
Hele landet;Kvinder;94 år;Fraskilt;2008K1;143
Hele landet;Kvinder;94 år;Fraskilt;2020K1;218
Hele landet;Kvinder;95 år;Fraskilt;2008K1;116
Hele landet;Kvinder;95 år;Fraskilt;2020K1;181
Hele landet;Kvinder;96 år;Fraskilt;2008K1;59
Hele landet;Kvinder;96 år;Fraskilt;2020K1;129
Hele landet;Kvinder;97 år;Fraskilt;2008K1;59
Hele landet;Kvinder;97 år;Fraskilt;2020K1;73
Hele landet;Kvinder;98 år;Fraskilt;2008K1;44
Hele landet;Kvinder;98 år;Fraskilt;2020K1;54
Hele landet;Kvinder;99 år;Fraskilt;2008K1;24
Hele landet;Kvinder;99 år;Fraskilt;2020K1;44
Hele landet;Kvinder;100 år;Fraskilt;2008K1;17
Hele landet;Kvinder;100 år;Fraskilt;2020K1;22
Hele landet;Kvinder;101 år;Fraskilt;2008K1;9
Hele landet;Kvinder;101 år;Fraskilt;2020K1;21
Hele landet;Kvinder;102 år;Fraskilt;2008K1;1
Hele landet;Kvinder;102 år;Fraskilt;2020K1;9
Hele landet;Kvinder;103 år;Fraskilt;2008K1;2
Hele landet;Kvinder;103 år;Fraskilt;2020K1;10
Hele landet;Kvinder;104 år;Fraskilt;2008K1;2
Hele landet;Kvinder;104 år;Fraskilt;2020K1;1
Hele landet;Kvinder;105 år;Fraskilt;2008K1;0
Hele landet;Kvinder;105 år;Fraskilt;2020K1;1
Hele landet;Kvinder;106 år;Fraskilt;2008K1;0
Hele landet;Kvinder;106 år;Fraskilt;2020K1;1
Hele landet;Kvinder;107 år;Fraskilt;2008K1;0
Hele landet;Kvinder;107 år;Fraskilt;2020K1;0
Hele landet;Kvinder;108 år;Fraskilt;2008K1;0
Hele landet;Kvinder;108 år;Fraskilt;2020K1;0
Hele landet;Kvinder;109 år;Fraskilt;2008K1;0
Hele landet;Kvinder;109 år;Fraskilt;2020K1;0
Hele landet;Kvinder;110 år;Fraskilt;2008K1;0
Hele landet;Kvinder;110 år;Fraskilt;2020K1;0
Hele landet;Kvinder;111 år;Fraskilt;2008K1;0
Hele landet;Kvinder;111 år;Fraskilt;2020K1;0
Hele landet;Kvinder;112 år;Fraskilt;2008K1;0
Hele landet;Kvinder;112 år;Fraskilt;2020K1;0
Hele landet;Kvinder;113 år;Fraskilt;2008K1;0
Hele landet;Kvinder;113 år;Fraskilt;2020K1;0
Hele landet;Kvinder;114 år;Fraskilt;2008K1;0
Hele landet;Kvinder;114 år;Fraskilt;2020K1;0
Hele landet;Kvinder;115 år;Fraskilt;2008K1;0
Hele landet;Kvinder;115 år;Fraskilt;2020K1;0
Hele landet;Kvinder;116 år;Fraskilt;2008K1;0
Hele landet;Kvinder;116 år;Fraskilt;2020K1;0
Hele landet;Kvinder;117 år;Fraskilt;2008K1;0
Hele landet;Kvinder;117 år;Fraskilt;2020K1;0
Hele landet;Kvinder;118 år;Fraskilt;2008K1;0
Hele landet;Kvinder;118 år;Fraskilt;2020K1;0
Hele landet;Kvinder;119 år;Fraskilt;2008K1;0
Hele landet;Kvinder;119 år;Fraskilt;2020K1;0
Hele landet;Kvinder;120 år;Fraskilt;2008K1;0
Hele landet;Kvinder;120 år;Fraskilt;2020K1;0
Hele landet;Kvinder;121 år;Fraskilt;2008K1;0
Hele landet;Kvinder;121 år;Fraskilt;2020K1;0
Hele landet;Kvinder;122 år;Fraskilt;2008K1;0
Hele landet;Kvinder;122 år;Fraskilt;2020K1;0
Hele landet;Kvinder;123 år;Fraskilt;2008K1;0
Hele landet;Kvinder;123 år;Fraskilt;2020K1;0
Hele landet;Kvinder;124 år;Fraskilt;2008K1;0
Hele landet;Kvinder;124 år;Fraskilt;2020K1;0
Hele landet;Kvinder;125 år;Fraskilt;2008K1;0
Hele landet;Kvinder;125 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;I alt;Fraskilt;2008K1;149786
Region Hovedstaden;I alt;I alt;Fraskilt;2020K1;175591
Region Hovedstaden;I alt;0 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;0 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;1 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;1 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;2 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;2 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;3 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;3 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;4 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;4 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;5 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;5 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;6 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;6 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;7 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;7 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;8 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;8 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;9 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;9 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;10 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;10 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;11 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;11 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;12 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;12 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;13 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;13 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;14 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;14 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;15 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;15 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;16 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;16 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;17 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;17 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;18 år;Fraskilt;2008K1;1
Region Hovedstaden;I alt;18 år;Fraskilt;2020K1;0
Region Hovedstaden;I alt;19 år;Fraskilt;2008K1;0
Region Hovedstaden;I alt;19 år;Fraskilt;2020K1;1
Region Hovedstaden;I alt;20 år;Fraskilt;2008K1;5
Region Hovedstaden;I alt;20 år;Fraskilt;2020K1;8
Region Hovedstaden;I alt;21 år;Fraskilt;2008K1;7
Region Hovedstaden;I alt;21 år;Fraskilt;2020K1;8
Region Hovedstaden;I alt;22 år;Fraskilt;2008K1;26
Region Hovedstaden;I alt;22 år;Fraskilt;2020K1;22
Region Hovedstaden;I alt;23 år;Fraskilt;2008K1;47
Region Hovedstaden;I alt;23 år;Fraskilt;2020K1;43
Region Hovedstaden;I alt;24 år;Fraskilt;2008K1;87
Region Hovedstaden;I alt;24 år;Fraskilt;2020K1;78
Region Hovedstaden;I alt;25 år;Fraskilt;2008K1;144
Region Hovedstaden;I alt;25 år;Fraskilt;2020K1;101
Region Hovedstaden;I alt;26 år;Fraskilt;2008K1;249
Region Hovedstaden;I alt;26 år;Fraskilt;2020K1;174
Region Hovedstaden;I alt;27 år;Fraskilt;2008K1;349
Region Hovedstaden;I alt;27 år;Fraskilt;2020K1;246
Region Hovedstaden;I alt;28 år;Fraskilt;2008K1;492
Region Hovedstaden;I alt;28 år;Fraskilt;2020K1;354
Region Hovedstaden;I alt;29 år;Fraskilt;2008K1;666
Region Hovedstaden;I alt;29 år;Fraskilt;2020K1;410
Region Hovedstaden;I alt;30 år;Fraskilt;2008K1;819
Region Hovedstaden;I alt;30 år;Fraskilt;2020K1;551
Region Hovedstaden;I alt;31 år;Fraskilt;2008K1;1019
Region Hovedstaden;I alt;31 år;Fraskilt;2020K1;710
Region Hovedstaden;I alt;32 år;Fraskilt;2008K1;1258
Region Hovedstaden;I alt;32 år;Fraskilt;2020K1;846
Region Hovedstaden;I alt;33 år;Fraskilt;2008K1;1444
Region Hovedstaden;I alt;33 år;Fraskilt;2020K1;984
Region Hovedstaden;I alt;34 år;Fraskilt;2008K1;1693
Region Hovedstaden;I alt;34 år;Fraskilt;2020K1;1150
Region Hovedstaden;I alt;35 år;Fraskilt;2008K1;1980
Region Hovedstaden;I alt;35 år;Fraskilt;2020K1;1253
Region Hovedstaden;I alt;36 år;Fraskilt;2008K1;2144
Region Hovedstaden;I alt;36 år;Fraskilt;2020K1;1389
Region Hovedstaden;I alt;37 år;Fraskilt;2008K1;2190
Region Hovedstaden;I alt;37 år;Fraskilt;2020K1;1634
Region Hovedstaden;I alt;38 år;Fraskilt;2008K1;2423
Region Hovedstaden;I alt;38 år;Fraskilt;2020K1;1817
Region Hovedstaden;I alt;39 år;Fraskilt;2008K1;2763
Region Hovedstaden;I alt;39 år;Fraskilt;2020K1;2184
Region Hovedstaden;I alt;40 år;Fraskilt;2008K1;3108
Region Hovedstaden;I alt;40 år;Fraskilt;2020K1;2350
Region Hovedstaden;I alt;41 år;Fraskilt;2008K1;3626
Region Hovedstaden;I alt;41 år;Fraskilt;2020K1;2640
Region Hovedstaden;I alt;42 år;Fraskilt;2008K1;3674
Region Hovedstaden;I alt;42 år;Fraskilt;2020K1;2910
Region Hovedstaden;I alt;43 år;Fraskilt;2008K1;3704
Region Hovedstaden;I alt;43 år;Fraskilt;2020K1;3257
Region Hovedstaden;I alt;44 år;Fraskilt;2008K1;3620
Region Hovedstaden;I alt;44 år;Fraskilt;2020K1;3832
Region Hovedstaden;I alt;45 år;Fraskilt;2008K1;3700
Region Hovedstaden;I alt;45 år;Fraskilt;2020K1;4047
Region Hovedstaden;I alt;46 år;Fraskilt;2008K1;3508
Region Hovedstaden;I alt;46 år;Fraskilt;2020K1;4168
Region Hovedstaden;I alt;47 år;Fraskilt;2008K1;3669
Region Hovedstaden;I alt;47 år;Fraskilt;2020K1;4486
Region Hovedstaden;I alt;48 år;Fraskilt;2008K1;3535
Region Hovedstaden;I alt;48 år;Fraskilt;2020K1;4498
Region Hovedstaden;I alt;49 år;Fraskilt;2008K1;3426
Region Hovedstaden;I alt;49 år;Fraskilt;2020K1;4615
Region Hovedstaden;I alt;50 år;Fraskilt;2008K1;3481
Region Hovedstaden;I alt;50 år;Fraskilt;2020K1;4503
Region Hovedstaden;I alt;51 år;Fraskilt;2008K1;3526
Region Hovedstaden;I alt;51 år;Fraskilt;2020K1;4933
Region Hovedstaden;I alt;52 år;Fraskilt;2008K1;3532
Region Hovedstaden;I alt;52 år;Fraskilt;2020K1;5398
Region Hovedstaden;I alt;53 år;Fraskilt;2008K1;3501
Region Hovedstaden;I alt;53 år;Fraskilt;2020K1;5706
Region Hovedstaden;I alt;54 år;Fraskilt;2008K1;3612
Region Hovedstaden;I alt;54 år;Fraskilt;2020K1;5649
Region Hovedstaden;I alt;55 år;Fraskilt;2008K1;3631
Region Hovedstaden;I alt;55 år;Fraskilt;2020K1;5352
Region Hovedstaden;I alt;56 år;Fraskilt;2008K1;3636
Region Hovedstaden;I alt;56 år;Fraskilt;2020K1;5203
Region Hovedstaden;I alt;57 år;Fraskilt;2008K1;3858
Region Hovedstaden;I alt;57 år;Fraskilt;2020K1;4840
Region Hovedstaden;I alt;58 år;Fraskilt;2008K1;3801
Region Hovedstaden;I alt;58 år;Fraskilt;2020K1;4446
Region Hovedstaden;I alt;59 år;Fraskilt;2008K1;4066
Region Hovedstaden;I alt;59 år;Fraskilt;2020K1;4369
Region Hovedstaden;I alt;60 år;Fraskilt;2008K1;4344
Region Hovedstaden;I alt;60 år;Fraskilt;2020K1;4075
Region Hovedstaden;I alt;61 år;Fraskilt;2008K1;4601
Region Hovedstaden;I alt;61 år;Fraskilt;2020K1;3863
Region Hovedstaden;I alt;62 år;Fraskilt;2008K1;4411
Region Hovedstaden;I alt;62 år;Fraskilt;2020K1;3695
Region Hovedstaden;I alt;63 år;Fraskilt;2008K1;4098
Region Hovedstaden;I alt;63 år;Fraskilt;2020K1;3636
Region Hovedstaden;I alt;64 år;Fraskilt;2008K1;3873
Region Hovedstaden;I alt;64 år;Fraskilt;2020K1;3437
Region Hovedstaden;I alt;65 år;Fraskilt;2008K1;3537
Region Hovedstaden;I alt;65 år;Fraskilt;2020K1;3364
Region Hovedstaden;I alt;66 år;Fraskilt;2008K1;2909
Region Hovedstaden;I alt;66 år;Fraskilt;2020K1;3370
Region Hovedstaden;I alt;67 år;Fraskilt;2008K1;2863
Region Hovedstaden;I alt;67 år;Fraskilt;2020K1;3286
Region Hovedstaden;I alt;68 år;Fraskilt;2008K1;2529
Region Hovedstaden;I alt;68 år;Fraskilt;2020K1;3173
Region Hovedstaden;I alt;69 år;Fraskilt;2008K1;2463
Region Hovedstaden;I alt;69 år;Fraskilt;2020K1;3280
Region Hovedstaden;I alt;70 år;Fraskilt;2008K1;2220
Region Hovedstaden;I alt;70 år;Fraskilt;2020K1;3135
Region Hovedstaden;I alt;71 år;Fraskilt;2008K1;1986
Region Hovedstaden;I alt;71 år;Fraskilt;2020K1;3325
Region Hovedstaden;I alt;72 år;Fraskilt;2008K1;1856
Region Hovedstaden;I alt;72 år;Fraskilt;2020K1;3449
Region Hovedstaden;I alt;73 år;Fraskilt;2008K1;1669
Region Hovedstaden;I alt;73 år;Fraskilt;2020K1;3570
Region Hovedstaden;I alt;74 år;Fraskilt;2008K1;1541
Region Hovedstaden;I alt;74 år;Fraskilt;2020K1;3299
Region Hovedstaden;I alt;75 år;Fraskilt;2008K1;1357
Region Hovedstaden;I alt;75 år;Fraskilt;2020K1;3010
Region Hovedstaden;I alt;76 år;Fraskilt;2008K1;1288
Region Hovedstaden;I alt;76 år;Fraskilt;2020K1;2769
Region Hovedstaden;I alt;77 år;Fraskilt;2008K1;1143
Region Hovedstaden;I alt;77 år;Fraskilt;2020K1;2450
Region Hovedstaden;I alt;78 år;Fraskilt;2008K1;1116
Region Hovedstaden;I alt;78 år;Fraskilt;2020K1;1972
Region Hovedstaden;I alt;79 år;Fraskilt;2008K1;1029
Region Hovedstaden;I alt;79 år;Fraskilt;2020K1;1849
Region Hovedstaden;I alt;80 år;Fraskilt;2008K1;889
Region Hovedstaden;I alt;80 år;Fraskilt;2020K1;1638
Region Hovedstaden;I alt;81 år;Fraskilt;2008K1;830
Region Hovedstaden;I alt;81 år;Fraskilt;2020K1;1481
Region Hovedstaden;I alt;82 år;Fraskilt;2008K1;773
Region Hovedstaden;I alt;82 år;Fraskilt;2020K1;1243
